,site_name,state,country,service_month,invoice_name,submitted_by,status
4601,Oregon_United States_142,Oregon,United States,JUN-2024,Oregon_United States_142-JUN-2024,Eszter S.,POSTED
4602,Oregon_United States_142,Oregon,United States,JUL-2024,Oregon_United States_142-JUL-2024,Jeff W.,POSTED
4603,Oregon_United States_142,Oregon,United States,AUG-2024,Oregon_United States_142-AUG-2024,Adam S.,POSTED
4604,Oregon_United States_142,Oregon,United States,SEP-2024,Oregon_United States_142-SEP-2024,Carlos R.,POSTED
4605,Oregon_United States_142,Oregon,United States,OCT-2024,Oregon_United States_142-OCT-2024,Eszter S.,POSTED
4606,Oregon_United States_142,Oregon,United States,NOV-2024,Oregon_United States_142-NOV-2024,Carlos R.,POSTED
4607,Oregon_United States_142,Oregon,United States,DEC-2024,Oregon_United States_142-DEC-2024,Adam S.,POSTED
4608,Arkansas_United States_46,Arkansas,United States,JAN-2021,Arkansas_United States_46-JAN-2021,Adam S.,POSTED
4609,Arkansas_United States_46,Arkansas,United States,FEB-2021,Arkansas_United States_46-FEB-2021,Eszter S.,POSTED
4610,Arkansas_United States_46,Arkansas,United States,MAR-2021,Arkansas_United States_46-MAR-2021,Adam S.,POSTED
4611,Arkansas_United States_46,Arkansas,United States,APR-2021,Arkansas_United States_46-APR-2021,Jeff W.,SUBMITTED
4612,Arkansas_United States_46,Arkansas,United States,MAY-2021,Arkansas_United States_46-MAY-2021,Eszter S.,POSTED
4613,Arkansas_United States_46,Arkansas,United States,JUN-2021,Arkansas_United States_46-JUN-2021,Eszter S.,POSTED
4614,Arkansas_United States_46,Arkansas,United States,JUL-2021,Arkansas_United States_46-JUL-2021,Adam S.,POSTED
4615,Arkansas_United States_46,Arkansas,United States,AUG-2021,Arkansas_United States_46-AUG-2021,Jeff W.,POSTED
4616,Arkansas_United States_46,Arkansas,United States,SEP-2021,Arkansas_United States_46-SEP-2021,Jeff W.,POSTED
4617,Arkansas_United States_46,Arkansas,United States,OCT-2021,Arkansas_United States_46-OCT-2021,Carlos R.,POSTED
4618,Arkansas_United States_46,Arkansas,United States,NOV-2021,Arkansas_United States_46-NOV-2021,Eszter S.,POSTED
4619,Arkansas_United States_46,Arkansas,United States,DEC-2021,Arkansas_United States_46-DEC-2021,Carlos R.,POSTED
4620,Arkansas_United States_46,Arkansas,United States,JAN-2022,Arkansas_United States_46-JAN-2022,Carlos R.,POSTED
4621,Arkansas_United States_46,Arkansas,United States,FEB-2022,Arkansas_United States_46-FEB-2022,Carlos R.,POSTED
4622,Arkansas_United States_46,Arkansas,United States,MAR-2022,Arkansas_United States_46-MAR-2022,Adam S.,POSTED
4623,Arkansas_United States_46,Arkansas,United States,APR-2022,Arkansas_United States_46-APR-2022,Eszter S.,PROCESSED
4624,Arkansas_United States_46,Arkansas,United States,MAY-2022,Arkansas_United States_46-MAY-2022,Adam S.,POSTED
4625,Arkansas_United States_46,Arkansas,United States,JUN-2022,Arkansas_United States_46-JUN-2022,Eszter S.,POSTED
4626,Arkansas_United States_46,Arkansas,United States,JUL-2022,Arkansas_United States_46-JUL-2022,Adam S.,POSTED
4627,Arkansas_United States_46,Arkansas,United States,AUG-2022,Arkansas_United States_46-AUG-2022,Carlos R.,POSTED
4628,Arkansas_United States_46,Arkansas,United States,SEP-2022,Arkansas_United States_46-SEP-2022,Jeff W.,POSTED
4629,Arkansas_United States_46,Arkansas,United States,OCT-2022,Arkansas_United States_46-OCT-2022,Eszter S.,POSTED
4630,Arkansas_United States_46,Arkansas,United States,NOV-2022,Arkansas_United States_46-NOV-2022,Adam S.,POSTED
4631,Arkansas_United States_46,Arkansas,United States,DEC-2022,Arkansas_United States_46-DEC-2022,Jeff W.,POSTED
4632,Arkansas_United States_46,Arkansas,United States,JAN-2023,Arkansas_United States_46-JAN-2023,Eszter S.,SUBMITTED
4633,Arkansas_United States_46,Arkansas,United States,FEB-2023,Arkansas_United States_46-FEB-2023,Adam S.,POSTED
4634,Arkansas_United States_46,Arkansas,United States,MAR-2023,Arkansas_United States_46-MAR-2023,Adam S.,SUBMITTED
4635,Arkansas_United States_46,Arkansas,United States,APR-2023,Arkansas_United States_46-APR-2023,Adam S.,POSTED
4636,Arkansas_United States_46,Arkansas,United States,MAY-2023,Arkansas_United States_46-MAY-2023,Carlos R.,POSTED
4637,Arkansas_United States_46,Arkansas,United States,JUN-2023,Arkansas_United States_46-JUN-2023,Eszter S.,IN-PROCESS
4638,Arkansas_United States_46,Arkansas,United States,JUL-2023,Arkansas_United States_46-JUL-2023,Jeff W.,POSTED
4639,Arkansas_United States_46,Arkansas,United States,AUG-2023,Arkansas_United States_46-AUG-2023,Jeff W.,POSTED
4640,Arkansas_United States_46,Arkansas,United States,SEP-2023,Arkansas_United States_46-SEP-2023,Eszter S.,POSTED
4641,Arkansas_United States_46,Arkansas,United States,OCT-2023,Arkansas_United States_46-OCT-2023,Jeff W.,POSTED
4642,Arkansas_United States_46,Arkansas,United States,NOV-2023,Arkansas_United States_46-NOV-2023,Carlos R.,POSTED
4643,Arkansas_United States_46,Arkansas,United States,DEC-2023,Arkansas_United States_46-DEC-2023,Jeff W.,POSTED
4644,Arkansas_United States_46,Arkansas,United States,JAN-2024,Arkansas_United States_46-JAN-2024,Eszter S.,POSTED
4645,Arkansas_United States_46,Arkansas,United States,FEB-2024,Arkansas_United States_46-FEB-2024,Eszter S.,SUBMITTED
4646,Arkansas_United States_46,Arkansas,United States,MAR-2024,Arkansas_United States_46-MAR-2024,Eszter S.,POSTED
4647,Arkansas_United States_46,Arkansas,United States,APR-2024,Arkansas_United States_46-APR-2024,Eszter S.,POSTED
4648,Arkansas_United States_46,Arkansas,United States,MAY-2024,Arkansas_United States_46-MAY-2024,Carlos R.,POSTED
4649,Arkansas_United States_46,Arkansas,United States,JUN-2024,Arkansas_United States_46-JUN-2024,Carlos R.,IN-PROCESS
4650,Arkansas_United States_46,Arkansas,United States,JUL-2024,Arkansas_United States_46-JUL-2024,Eszter S.,POSTED
4651,Arkansas_United States_46,Arkansas,United States,AUG-2024,Arkansas_United States_46-AUG-2024,Adam S.,POSTED
4652,Arkansas_United States_46,Arkansas,United States,SEP-2024,Arkansas_United States_46-SEP-2024,Adam S.,POSTED
4653,Arkansas_United States_46,Arkansas,United States,OCT-2024,Arkansas_United States_46-OCT-2024,Jeff W.,POSTED
4654,Arkansas_United States_46,Arkansas,United States,NOV-2024,Arkansas_United States_46-NOV-2024,Adam S.,POSTED
4655,Arkansas_United States_46,Arkansas,United States,DEC-2024,Arkansas_United States_46-DEC-2024,Adam S.,POSTED
4656,Texas_United States_272,Texas,United States,JAN-2021,Texas_United States_272-JAN-2021,Jeff W.,POSTED
4657,Texas_United States_272,Texas,United States,FEB-2021,Texas_United States_272-FEB-2021,Adam S.,POSTED
4658,Texas_United States_272,Texas,United States,MAR-2021,Texas_United States_272-MAR-2021,Jeff W.,POSTED
4659,Texas_United States_272,Texas,United States,APR-2021,Texas_United States_272-APR-2021,Eszter S.,POSTED
4660,Texas_United States_272,Texas,United States,MAY-2021,Texas_United States_272-MAY-2021,Jeff W.,POSTED
4661,Texas_United States_272,Texas,United States,JUN-2021,Texas_United States_272-JUN-2021,Carlos R.,POSTED
4662,Texas_United States_272,Texas,United States,JUL-2021,Texas_United States_272-JUL-2021,Eszter S.,POSTED
4663,Texas_United States_272,Texas,United States,AUG-2021,Texas_United States_272-AUG-2021,Adam S.,POSTED
4664,Texas_United States_272,Texas,United States,SEP-2021,Texas_United States_272-SEP-2021,Jeff W.,POSTED
4665,Texas_United States_272,Texas,United States,OCT-2021,Texas_United States_272-OCT-2021,Jeff W.,SUBMITTED
4666,Texas_United States_272,Texas,United States,NOV-2021,Texas_United States_272-NOV-2021,Adam S.,POSTED
4667,Texas_United States_272,Texas,United States,DEC-2021,Texas_United States_272-DEC-2021,Eszter S.,POSTED
4668,Texas_United States_272,Texas,United States,JAN-2022,Texas_United States_272-JAN-2022,Eszter S.,POSTED
4669,Texas_United States_272,Texas,United States,FEB-2022,Texas_United States_272-FEB-2022,Jeff W.,POSTED
4670,Texas_United States_272,Texas,United States,MAR-2022,Texas_United States_272-MAR-2022,Eszter S.,POSTED
4671,Texas_United States_272,Texas,United States,APR-2022,Texas_United States_272-APR-2022,Carlos R.,POSTED
4672,Texas_United States_272,Texas,United States,MAY-2022,Texas_United States_272-MAY-2022,Jeff W.,POSTED
4673,Texas_United States_272,Texas,United States,JUN-2022,Texas_United States_272-JUN-2022,Jeff W.,POSTED
4674,Texas_United States_272,Texas,United States,JUL-2022,Texas_United States_272-JUL-2022,Eszter S.,POSTED
4675,Texas_United States_272,Texas,United States,AUG-2022,Texas_United States_272-AUG-2022,Jeff W.,POSTED
4676,Texas_United States_272,Texas,United States,SEP-2022,Texas_United States_272-SEP-2022,Adam S.,POSTED
4677,Texas_United States_272,Texas,United States,OCT-2022,Texas_United States_272-OCT-2022,Eszter S.,POSTED
4678,Texas_United States_272,Texas,United States,NOV-2022,Texas_United States_272-NOV-2022,Jeff W.,POSTED
4679,Texas_United States_272,Texas,United States,DEC-2022,Texas_United States_272-DEC-2022,Adam S.,POSTED
4680,Texas_United States_272,Texas,United States,JAN-2023,Texas_United States_272-JAN-2023,Jeff W.,POSTED
4681,Texas_United States_272,Texas,United States,FEB-2023,Texas_United States_272-FEB-2023,Jeff W.,POSTED
4682,Texas_United States_272,Texas,United States,MAR-2023,Texas_United States_272-MAR-2023,Carlos R.,POSTED
4683,Texas_United States_272,Texas,United States,APR-2023,Texas_United States_272-APR-2023,Adam S.,POSTED
4684,Texas_United States_272,Texas,United States,MAY-2023,Texas_United States_272-MAY-2023,Carlos R.,POSTED
4685,Texas_United States_272,Texas,United States,JUN-2023,Texas_United States_272-JUN-2023,Adam S.,SUBMITTED
4686,Texas_United States_272,Texas,United States,JUL-2023,Texas_United States_272-JUL-2023,Jeff W.,PROCESSED
4687,Texas_United States_272,Texas,United States,AUG-2023,Texas_United States_272-AUG-2023,Adam S.,POSTED
4688,Texas_United States_272,Texas,United States,SEP-2023,Texas_United States_272-SEP-2023,Carlos R.,POSTED
4689,Texas_United States_272,Texas,United States,OCT-2023,Texas_United States_272-OCT-2023,Eszter S.,POSTED
4690,Texas_United States_272,Texas,United States,NOV-2023,Texas_United States_272-NOV-2023,Adam S.,POSTED
4691,Texas_United States_272,Texas,United States,DEC-2023,Texas_United States_272-DEC-2023,Jeff W.,POSTED
4692,Texas_United States_272,Texas,United States,JAN-2024,Texas_United States_272-JAN-2024,Jeff W.,PROCESSED
4693,Texas_United States_272,Texas,United States,FEB-2024,Texas_United States_272-FEB-2024,Adam S.,POSTED
4694,Texas_United States_272,Texas,United States,MAR-2024,Texas_United States_272-MAR-2024,Adam S.,POSTED
4695,Texas_United States_272,Texas,United States,APR-2024,Texas_United States_272-APR-2024,Jeff W.,POSTED
4696,Texas_United States_272,Texas,United States,MAY-2024,Texas_United States_272-MAY-2024,Adam S.,POSTED
4697,Texas_United States_272,Texas,United States,JUN-2024,Texas_United States_272-JUN-2024,Jeff W.,PROCESSED
4698,Texas_United States_272,Texas,United States,JUL-2024,Texas_United States_272-JUL-2024,Adam S.,POSTED
4699,Texas_United States_272,Texas,United States,AUG-2024,Texas_United States_272-AUG-2024,Jeff W.,POSTED
4700,Texas_United States_272,Texas,United States,SEP-2024,Texas_United States_272-SEP-2024,Carlos R.,POSTED
4701,Texas_United States_272,Texas,United States,OCT-2024,Texas_United States_272-OCT-2024,Adam S.,POSTED
4702,Texas_United States_272,Texas,United States,NOV-2024,Texas_United States_272-NOV-2024,Adam S.,POSTED
4703,Texas_United States_272,Texas,United States,DEC-2024,Texas_United States_272-DEC-2024,Jeff W.,POSTED
4704,Manitoba_Canada_297,Manitoba,Canada,JAN-2021,Manitoba_Canada_297-JAN-2021,Jeff W.,POSTED
4705,Manitoba_Canada_297,Manitoba,Canada,FEB-2021,Manitoba_Canada_297-FEB-2021,Eszter S.,POSTED
4706,Manitoba_Canada_297,Manitoba,Canada,MAR-2021,Manitoba_Canada_297-MAR-2021,Adam S.,IN-PROCESS
4707,Manitoba_Canada_297,Manitoba,Canada,APR-2021,Manitoba_Canada_297-APR-2021,Carlos R.,POSTED
4708,Manitoba_Canada_297,Manitoba,Canada,MAY-2021,Manitoba_Canada_297-MAY-2021,Jeff W.,POSTED
4709,Manitoba_Canada_297,Manitoba,Canada,JUN-2021,Manitoba_Canada_297-JUN-2021,Eszter S.,POSTED
4710,Manitoba_Canada_297,Manitoba,Canada,JUL-2021,Manitoba_Canada_297-JUL-2021,Carlos R.,POSTED
4711,Manitoba_Canada_297,Manitoba,Canada,AUG-2021,Manitoba_Canada_297-AUG-2021,Adam S.,POSTED
4712,Manitoba_Canada_297,Manitoba,Canada,SEP-2021,Manitoba_Canada_297-SEP-2021,Carlos R.,POSTED
4713,Manitoba_Canada_297,Manitoba,Canada,OCT-2021,Manitoba_Canada_297-OCT-2021,Carlos R.,POSTED
4714,Manitoba_Canada_297,Manitoba,Canada,NOV-2021,Manitoba_Canada_297-NOV-2021,Eszter S.,POSTED
4715,Manitoba_Canada_297,Manitoba,Canada,DEC-2021,Manitoba_Canada_297-DEC-2021,Carlos R.,POSTED
4716,Manitoba_Canada_297,Manitoba,Canada,JAN-2022,Manitoba_Canada_297-JAN-2022,Jeff W.,POSTED
4717,Manitoba_Canada_297,Manitoba,Canada,FEB-2022,Manitoba_Canada_297-FEB-2022,Adam S.,POSTED
4718,Manitoba_Canada_297,Manitoba,Canada,MAR-2022,Manitoba_Canada_297-MAR-2022,Carlos R.,POSTED
4719,Manitoba_Canada_297,Manitoba,Canada,APR-2022,Manitoba_Canada_297-APR-2022,Adam S.,SUBMITTED
4720,Manitoba_Canada_297,Manitoba,Canada,MAY-2022,Manitoba_Canada_297-MAY-2022,Jeff W.,POSTED
4721,Manitoba_Canada_297,Manitoba,Canada,JUN-2022,Manitoba_Canada_297-JUN-2022,Jeff W.,POSTED
4722,Manitoba_Canada_297,Manitoba,Canada,JUL-2022,Manitoba_Canada_297-JUL-2022,Adam S.,POSTED
4723,Manitoba_Canada_297,Manitoba,Canada,AUG-2022,Manitoba_Canada_297-AUG-2022,Jeff W.,SUBMITTED
4724,Manitoba_Canada_297,Manitoba,Canada,SEP-2022,Manitoba_Canada_297-SEP-2022,Carlos R.,POSTED
4725,Manitoba_Canada_297,Manitoba,Canada,OCT-2022,Manitoba_Canada_297-OCT-2022,Carlos R.,POSTED
4726,Manitoba_Canada_297,Manitoba,Canada,NOV-2022,Manitoba_Canada_297-NOV-2022,Adam S.,POSTED
4727,Manitoba_Canada_297,Manitoba,Canada,DEC-2022,Manitoba_Canada_297-DEC-2022,Eszter S.,POSTED
4728,Manitoba_Canada_297,Manitoba,Canada,JAN-2023,Manitoba_Canada_297-JAN-2023,Carlos R.,POSTED
4729,Manitoba_Canada_297,Manitoba,Canada,FEB-2023,Manitoba_Canada_297-FEB-2023,Eszter S.,POSTED
4730,Manitoba_Canada_297,Manitoba,Canada,MAR-2023,Manitoba_Canada_297-MAR-2023,Adam S.,POSTED
4731,Manitoba_Canada_297,Manitoba,Canada,APR-2023,Manitoba_Canada_297-APR-2023,Eszter S.,POSTED
4732,Manitoba_Canada_297,Manitoba,Canada,MAY-2023,Manitoba_Canada_297-MAY-2023,Carlos R.,POSTED
4733,Manitoba_Canada_297,Manitoba,Canada,JUN-2023,Manitoba_Canada_297-JUN-2023,Eszter S.,POSTED
4734,Manitoba_Canada_297,Manitoba,Canada,JUL-2023,Manitoba_Canada_297-JUL-2023,Eszter S.,POSTED
4735,Manitoba_Canada_297,Manitoba,Canada,AUG-2023,Manitoba_Canada_297-AUG-2023,Jeff W.,POSTED
4736,Manitoba_Canada_297,Manitoba,Canada,SEP-2023,Manitoba_Canada_297-SEP-2023,Eszter S.,POSTED
4737,Manitoba_Canada_297,Manitoba,Canada,OCT-2023,Manitoba_Canada_297-OCT-2023,Jeff W.,POSTED
4738,Manitoba_Canada_297,Manitoba,Canada,NOV-2023,Manitoba_Canada_297-NOV-2023,Carlos R.,POSTED
4739,Manitoba_Canada_297,Manitoba,Canada,DEC-2023,Manitoba_Canada_297-DEC-2023,Carlos R.,POSTED
4740,Manitoba_Canada_297,Manitoba,Canada,JAN-2024,Manitoba_Canada_297-JAN-2024,Eszter S.,POSTED
4741,Manitoba_Canada_297,Manitoba,Canada,FEB-2024,Manitoba_Canada_297-FEB-2024,Eszter S.,PROCESSED
4742,Manitoba_Canada_297,Manitoba,Canada,MAR-2024,Manitoba_Canada_297-MAR-2024,Carlos R.,POSTED
4743,Manitoba_Canada_297,Manitoba,Canada,APR-2024,Manitoba_Canada_297-APR-2024,Jeff W.,POSTED
4744,Manitoba_Canada_297,Manitoba,Canada,MAY-2024,Manitoba_Canada_297-MAY-2024,Adam S.,POSTED
4745,Manitoba_Canada_297,Manitoba,Canada,JUN-2024,Manitoba_Canada_297-JUN-2024,Eszter S.,POSTED
4746,Manitoba_Canada_297,Manitoba,Canada,JUL-2024,Manitoba_Canada_297-JUL-2024,Adam S.,POSTED
4747,Manitoba_Canada_297,Manitoba,Canada,AUG-2024,Manitoba_Canada_297-AUG-2024,Jeff W.,POSTED
4748,Manitoba_Canada_297,Manitoba,Canada,SEP-2024,Manitoba_Canada_297-SEP-2024,Carlos R.,POSTED
4749,Manitoba_Canada_297,Manitoba,Canada,OCT-2024,Manitoba_Canada_297-OCT-2024,Adam S.,POSTED
4750,Manitoba_Canada_297,Manitoba,Canada,NOV-2024,Manitoba_Canada_297-NOV-2024,Jeff W.,POSTED
4751,Manitoba_Canada_297,Manitoba,Canada,DEC-2024,Manitoba_Canada_297-DEC-2024,Adam S.,POSTED
4752,Alagoas_Brazil_117,Alagoas,Brazil,JAN-2021,Alagoas_Brazil_117-JAN-2021,Carlos R.,POSTED
4753,Alagoas_Brazil_117,Alagoas,Brazil,FEB-2021,Alagoas_Brazil_117-FEB-2021,Jeff W.,POSTED
4754,Alagoas_Brazil_117,Alagoas,Brazil,MAR-2021,Alagoas_Brazil_117-MAR-2021,Jeff W.,SUBMITTED
4755,Alagoas_Brazil_117,Alagoas,Brazil,APR-2021,Alagoas_Brazil_117-APR-2021,Carlos R.,POSTED
4756,Alagoas_Brazil_117,Alagoas,Brazil,MAY-2021,Alagoas_Brazil_117-MAY-2021,Carlos R.,POSTED
4757,Alagoas_Brazil_117,Alagoas,Brazil,JUN-2021,Alagoas_Brazil_117-JUN-2021,Carlos R.,SUBMITTED
4758,Alagoas_Brazil_117,Alagoas,Brazil,JUL-2021,Alagoas_Brazil_117-JUL-2021,Jeff W.,IN-PROCESS
4759,Alagoas_Brazil_117,Alagoas,Brazil,AUG-2021,Alagoas_Brazil_117-AUG-2021,Adam S.,POSTED
4760,Alagoas_Brazil_117,Alagoas,Brazil,SEP-2021,Alagoas_Brazil_117-SEP-2021,Adam S.,POSTED
4761,Alagoas_Brazil_117,Alagoas,Brazil,OCT-2021,Alagoas_Brazil_117-OCT-2021,Eszter S.,POSTED
4762,Alagoas_Brazil_117,Alagoas,Brazil,NOV-2021,Alagoas_Brazil_117-NOV-2021,Jeff W.,POSTED
4763,Alagoas_Brazil_117,Alagoas,Brazil,DEC-2021,Alagoas_Brazil_117-DEC-2021,Jeff W.,POSTED
4764,Alagoas_Brazil_117,Alagoas,Brazil,JAN-2022,Alagoas_Brazil_117-JAN-2022,Adam S.,POSTED
4765,Alagoas_Brazil_117,Alagoas,Brazil,FEB-2022,Alagoas_Brazil_117-FEB-2022,Eszter S.,POSTED
4766,Alagoas_Brazil_117,Alagoas,Brazil,MAR-2022,Alagoas_Brazil_117-MAR-2022,Carlos R.,POSTED
4767,Alagoas_Brazil_117,Alagoas,Brazil,APR-2022,Alagoas_Brazil_117-APR-2022,Eszter S.,PROCESSED
4768,Alagoas_Brazil_117,Alagoas,Brazil,MAY-2022,Alagoas_Brazil_117-MAY-2022,Adam S.,POSTED
4769,Alagoas_Brazil_117,Alagoas,Brazil,JUN-2022,Alagoas_Brazil_117-JUN-2022,Jeff W.,POSTED
4770,Alagoas_Brazil_117,Alagoas,Brazil,JUL-2022,Alagoas_Brazil_117-JUL-2022,Eszter S.,POSTED
4771,Alagoas_Brazil_117,Alagoas,Brazil,AUG-2022,Alagoas_Brazil_117-AUG-2022,Jeff W.,POSTED
4772,Alagoas_Brazil_117,Alagoas,Brazil,SEP-2022,Alagoas_Brazil_117-SEP-2022,Jeff W.,POSTED
4773,Alagoas_Brazil_117,Alagoas,Brazil,OCT-2022,Alagoas_Brazil_117-OCT-2022,Carlos R.,POSTED
4774,Alagoas_Brazil_117,Alagoas,Brazil,NOV-2022,Alagoas_Brazil_117-NOV-2022,Eszter S.,SUBMITTED
4775,Alagoas_Brazil_117,Alagoas,Brazil,DEC-2022,Alagoas_Brazil_117-DEC-2022,Jeff W.,POSTED
4776,Alagoas_Brazil_117,Alagoas,Brazil,JAN-2023,Alagoas_Brazil_117-JAN-2023,Jeff W.,POSTED
4777,Alagoas_Brazil_117,Alagoas,Brazil,FEB-2023,Alagoas_Brazil_117-FEB-2023,Jeff W.,POSTED
4778,Alagoas_Brazil_117,Alagoas,Brazil,MAR-2023,Alagoas_Brazil_117-MAR-2023,Eszter S.,POSTED
4779,Alagoas_Brazil_117,Alagoas,Brazil,APR-2023,Alagoas_Brazil_117-APR-2023,Jeff W.,POSTED
4780,Alagoas_Brazil_117,Alagoas,Brazil,MAY-2023,Alagoas_Brazil_117-MAY-2023,Carlos R.,POSTED
4781,Alagoas_Brazil_117,Alagoas,Brazil,JUN-2023,Alagoas_Brazil_117-JUN-2023,Eszter S.,POSTED
4782,Alagoas_Brazil_117,Alagoas,Brazil,JUL-2023,Alagoas_Brazil_117-JUL-2023,Eszter S.,POSTED
4783,Alagoas_Brazil_117,Alagoas,Brazil,AUG-2023,Alagoas_Brazil_117-AUG-2023,Jeff W.,POSTED
4784,Alagoas_Brazil_117,Alagoas,Brazil,SEP-2023,Alagoas_Brazil_117-SEP-2023,Eszter S.,POSTED
4785,Alagoas_Brazil_117,Alagoas,Brazil,OCT-2023,Alagoas_Brazil_117-OCT-2023,Jeff W.,POSTED
4786,Alagoas_Brazil_117,Alagoas,Brazil,NOV-2023,Alagoas_Brazil_117-NOV-2023,Carlos R.,POSTED
4787,Alagoas_Brazil_117,Alagoas,Brazil,DEC-2023,Alagoas_Brazil_117-DEC-2023,Eszter S.,POSTED
4788,Alagoas_Brazil_117,Alagoas,Brazil,JAN-2024,Alagoas_Brazil_117-JAN-2024,Eszter S.,POSTED
4789,Alagoas_Brazil_117,Alagoas,Brazil,FEB-2024,Alagoas_Brazil_117-FEB-2024,Adam S.,POSTED
4790,Alagoas_Brazil_117,Alagoas,Brazil,MAR-2024,Alagoas_Brazil_117-MAR-2024,Jeff W.,POSTED
4791,Alagoas_Brazil_117,Alagoas,Brazil,APR-2024,Alagoas_Brazil_117-APR-2024,Jeff W.,POSTED
4792,Alagoas_Brazil_117,Alagoas,Brazil,MAY-2024,Alagoas_Brazil_117-MAY-2024,Jeff W.,POSTED
4793,Alagoas_Brazil_117,Alagoas,Brazil,JUN-2024,Alagoas_Brazil_117-JUN-2024,Jeff W.,POSTED
4794,Alagoas_Brazil_117,Alagoas,Brazil,JUL-2024,Alagoas_Brazil_117-JUL-2024,Carlos R.,POSTED
4795,Alagoas_Brazil_117,Alagoas,Brazil,AUG-2024,Alagoas_Brazil_117-AUG-2024,Jeff W.,POSTED
4796,Alagoas_Brazil_117,Alagoas,Brazil,SEP-2024,Alagoas_Brazil_117-SEP-2024,Carlos R.,SUBMITTED
4797,Alagoas_Brazil_117,Alagoas,Brazil,OCT-2024,Alagoas_Brazil_117-OCT-2024,Eszter S.,POSTED
4798,Alagoas_Brazil_117,Alagoas,Brazil,NOV-2024,Alagoas_Brazil_117-NOV-2024,Adam S.,POSTED
4799,Alagoas_Brazil_117,Alagoas,Brazil,DEC-2024,Alagoas_Brazil_117-DEC-2024,Adam S.,POSTED
4800,São Paulo_Brazil_203,São Paulo,Brazil,JAN-2021,São Paulo_Brazil_203-JAN-2021,Eszter S.,POSTED
4801,São Paulo_Brazil_203,São Paulo,Brazil,FEB-2021,São Paulo_Brazil_203-FEB-2021,Adam S.,POSTED
4802,São Paulo_Brazil_203,São Paulo,Brazil,MAR-2021,São Paulo_Brazil_203-MAR-2021,Eszter S.,POSTED
4803,São Paulo_Brazil_203,São Paulo,Brazil,APR-2021,São Paulo_Brazil_203-APR-2021,Carlos R.,POSTED
4804,São Paulo_Brazil_203,São Paulo,Brazil,MAY-2021,São Paulo_Brazil_203-MAY-2021,Eszter S.,POSTED
4805,São Paulo_Brazil_203,São Paulo,Brazil,JUN-2021,São Paulo_Brazil_203-JUN-2021,Eszter S.,POSTED
4806,São Paulo_Brazil_203,São Paulo,Brazil,JUL-2021,São Paulo_Brazil_203-JUL-2021,Adam S.,POSTED
4807,São Paulo_Brazil_203,São Paulo,Brazil,AUG-2021,São Paulo_Brazil_203-AUG-2021,Carlos R.,POSTED
4808,São Paulo_Brazil_203,São Paulo,Brazil,SEP-2021,São Paulo_Brazil_203-SEP-2021,Carlos R.,POSTED
4809,São Paulo_Brazil_203,São Paulo,Brazil,OCT-2021,São Paulo_Brazil_203-OCT-2021,Eszter S.,POSTED
4810,São Paulo_Brazil_203,São Paulo,Brazil,NOV-2021,São Paulo_Brazil_203-NOV-2021,Jeff W.,POSTED
4811,São Paulo_Brazil_203,São Paulo,Brazil,DEC-2021,São Paulo_Brazil_203-DEC-2021,Carlos R.,POSTED
4812,São Paulo_Brazil_203,São Paulo,Brazil,JAN-2022,São Paulo_Brazil_203-JAN-2022,Adam S.,POSTED
4813,São Paulo_Brazil_203,São Paulo,Brazil,FEB-2022,São Paulo_Brazil_203-FEB-2022,Adam S.,POSTED
4814,São Paulo_Brazil_203,São Paulo,Brazil,MAR-2022,São Paulo_Brazil_203-MAR-2022,Jeff W.,PROCESSED
4815,São Paulo_Brazil_203,São Paulo,Brazil,APR-2022,São Paulo_Brazil_203-APR-2022,Eszter S.,POSTED
4816,São Paulo_Brazil_203,São Paulo,Brazil,MAY-2022,São Paulo_Brazil_203-MAY-2022,Carlos R.,POSTED
4817,São Paulo_Brazil_203,São Paulo,Brazil,JUN-2022,São Paulo_Brazil_203-JUN-2022,Carlos R.,POSTED
4818,São Paulo_Brazil_203,São Paulo,Brazil,JUL-2022,São Paulo_Brazil_203-JUL-2022,Jeff W.,SUBMITTED
4819,São Paulo_Brazil_203,São Paulo,Brazil,AUG-2022,São Paulo_Brazil_203-AUG-2022,Jeff W.,POSTED
4820,São Paulo_Brazil_203,São Paulo,Brazil,SEP-2022,São Paulo_Brazil_203-SEP-2022,Carlos R.,POSTED
4821,São Paulo_Brazil_203,São Paulo,Brazil,OCT-2022,São Paulo_Brazil_203-OCT-2022,Carlos R.,POSTED
4822,São Paulo_Brazil_203,São Paulo,Brazil,NOV-2022,São Paulo_Brazil_203-NOV-2022,Adam S.,POSTED
4823,São Paulo_Brazil_203,São Paulo,Brazil,DEC-2022,São Paulo_Brazil_203-DEC-2022,Carlos R.,POSTED
4824,São Paulo_Brazil_203,São Paulo,Brazil,JAN-2023,São Paulo_Brazil_203-JAN-2023,Carlos R.,POSTED
4825,São Paulo_Brazil_203,São Paulo,Brazil,FEB-2023,São Paulo_Brazil_203-FEB-2023,Adam S.,POSTED
4826,São Paulo_Brazil_203,São Paulo,Brazil,MAR-2023,São Paulo_Brazil_203-MAR-2023,Carlos R.,POSTED
4827,São Paulo_Brazil_203,São Paulo,Brazil,APR-2023,São Paulo_Brazil_203-APR-2023,Carlos R.,POSTED
4828,São Paulo_Brazil_203,São Paulo,Brazil,MAY-2023,São Paulo_Brazil_203-MAY-2023,Jeff W.,POSTED
